Restaurant_Name,Cuisine,Price_for_1,Location,Rating
Om Sai Ram Food Junction,biryani,5,indiranagar,100
Om Sai Ram Food Junction,desserts,5,indiranagar,100
Om Sai Ram Food Junction,kera...,5,indiranagar,100
Udupi Grand,chinese,500,basavanagudi,1000
Udupi Grand,north indian,500,basavanagudi,1000
Udupi Grand,south indian,500,basavanagudi,1000
BIRIYANI HOUSE,biryani,350,layout,100
Bansuri Sweets,desserts,150,layout,1000
Chaaska Chaat Point,snacks,150,koramangala,10
Chaaska Chaat Point,chinese,150,koramangala,10
Chaaska Chaat Point,indian,150,koramangala,10
Chaaska Chaat Point,juices,150,koramangala,10
Durga Shree Samruddhi Grand,south indian,200,nagawara,10
Durga Shree Samruddhi Grand,chinese,200,nagawara,10
Durga Shree Samruddhi Grand,north indian,200,nagawara,10
Durga Shree Samruddhi Grand,tandoor,200,nagawara,10
Durga Shree Samruddhi Grand,chaat,200,nagawara,10
Durga Shree Samruddhi Grand,beverages,200,nagawara,10
Durga Shree Samruddhi Grand,desserts,200,nagawara,10
"Bhartiya Jalpan - Sweets, Dry Fruit and Savouries",north indian,300,shivajinagar,500
"Bhartiya Jalpan - Sweets, Dry Fruit and Savouries",sweets,300,shivajinagar,500
"Bhartiya Jalpan - Sweets, Dry Fruit and Savouries",desserts,300,shivajinagar,500
"Bhartiya Jalpan - Sweets, Dry Fruit and Savouries",chaat,300,shivajinagar,500
TAAZA MITHAI,sweets,200,jp-nagar,20
TAAZA MITHAI,snacks,200,jp-nagar,20
Little Cafe,chinese,200,brigade-road,20
Little Cafe,continental,200,brigade-road,20
Little Cafe,beverages,200,brigade-road,20
Krispy Kreme,desserts,170,richmond-road,1000
Krispy Kreme,beverages,170,richmond-road,1000
Keventers - Milkshakes & Desserts,beverages,200,magrth-road,100
Keventers - Milkshakes & Desserts,ice cream,200,magrth-road,100
Keventers - Milkshakes & Desserts,desserts,200,magrth-road,100
Keventers - Milkshakes & Desserts,healthy food,200,magrth-road,100
Taste of malabar,kerala,230,layout,1000
Taste of malabar,south indian,230,layout,1000
Taste of malabar,seafood,230,layout,1000
Taste of malabar,chinese,230,layout,1000
Saapad Raman,chettinad,300,kammanahalli,1000
Saapad Raman,andhra,300,kammanahalli,1000
Saapad Raman,south indian,300,kammanahalli,1000
Saapad Raman,biryani,300,kammanahalli,1000
Aahar,south indian,200,majestic,20
Aahar,beverages,200,majestic,20
Flax - Healthy Living,salads,700,indiranagar,5000
Flax - Healthy Living,healthy food,700,indiranagar,5000
S G Rao's Military Hotel,south indian,400,majestic,100
S G Rao's Military Hotel,biryani,400,majestic,100
Sri Ram Bhojanalay,north indian,5,indiranagar,100
Sri Ram Bhojanalay,bengali,5,indiranagar,100
Sri Ram Bhojanalay,south indian,5,indiranagar,100
Sri Ram Bhojanalay,fast food,5,indiranagar,100
Sri Ram Bhojanalay,chinese,5,indiranagar,100
Sri Ram Bhojanalay,biryani,5,indiranagar,100
Sri Ram Bhojanalay,desserts,5,indiranagar,100
Sri Ram Bhojanalay,kera...,5,indiranagar,100
Tadka Singh,punjabi,300,street,10000
Tadka Singh,north indian,300,street,10000
Momo Zone - The Momo Company,chinese,200,vasanth-nagar,50
Momo Zone - The Momo Company,tibetan,200,vasanth-nagar,50
Momo Zone - The Momo Company,fast food,200,vasanth-nagar,50
THAR the taste of Rajasthan,thalis,100,koramangala,100
THAR the taste of Rajasthan,sweets,100,koramangala,100
GR IYENGAR FAST FOOD,south indian,100,malleshwaram,100
Rajvardhan Foods,maharashtrian,250,jayanagar,10000
Shree Guru Sagar,north indian,150,basaveshwara-nagar,1000
Shree Guru Sagar,south indian,150,basaveshwara-nagar,1000
Shree Guru Sagar,chinese,150,basaveshwara-nagar,1000
Iyengars Bakery,bakery,200,course-road,100
Iyengars Bakery,indian,200,course-road,100
Iyengars Bakery,snacks,200,course-road,100
Indiana Burgers,burgers,150,vasanth-nagar,100
Indiana Burgers,american,150,vasanth-nagar,100
Indiana Burgers,fast food,150,vasanth-nagar,100
Indiana Burgers,beverages,150,vasanth-nagar,100
Indiana Burgers,desserts,150,vasanth-nagar,100
Temple of the Senses,healthy food,700,mg-road,50
Temple of the Senses,beverages,700,mg-road,50
NATURON CAKES,bakery,300,koramangala,20
NATURON CAKES,indian,300,koramangala,20
NATURON CAKES,sweets,300,koramangala,20
NATURON CAKES,desserts,300,koramangala,20
Ekta s Ghar Ka Khana,indian,248,stage-btm,0
Ekta s Ghar Ka Khana,beverages,248,stage-btm,0
City  Shanghai Center,chinese,300,indiranagar,50
Kaati Zone Rolls & Wraps,fast food,150,vasanth-nagar,100
Kaati Zone Rolls & Wraps,bengali,150,vasanth-nagar,100
Kaati Zone Rolls & Wraps,beverages,150,vasanth-nagar,100
Kaati Zone Rolls & Wraps,desserts,150,vasanth-nagar,100
Hotel Devaregathi,south indian,100,banashankari,100
Cake Ghar,bakery,300,layout,10
Hungry Belly,north indian,400,indiranagar,10
Hungry Belly,chinese,400,indiranagar,10
Hungry Belly,seafood,400,indiranagar,10
Hungry Belly,kebabs,400,indiranagar,10
Hungry Belly,biryani,400,indiranagar,10
The Himalayan Momo Company,chinese,200,indiranagar,1000
The Himalayan Momo Company,tibetan,200,indiranagar,1000
The Himalayan Momo Company,snacks,200,indiranagar,1000
The Himalayan Momo Company,beverages,200,indiranagar,1000
The Himalayan Momo Company,asian,200,indiranagar,1000
Wow Chai Corner,beverages,100,rajajinagar,10
Wow Chai Corner,snacks,100,rajajinagar,10
Wow Chai Corner,fast food,100,rajajinagar,10
IYENGAR BAKERY SWEETS AND CHATS,bakery,300,layout,20
IYENGAR BAKERY SWEETS AND CHATS,sweets,300,layout,20
IYENGAR BAKERY SWEETS AND CHATS,snacks,300,layout,20
VadaWala,snacks,100,banashankari,100
VadaWala,beverages,100,banashankari,100
VadaWala,chinese,100,banashankari,100
VadaWala,maharashtrian,100,banashankari,100
VadaWala,street food,100,banashankari,100
VadaWala,fast food,100,banashankari,100
VadaWala,ice cream,100,banashankari,100
VadaWala,in...,100,banashankari,100
CupCake Noggins,desserts,200,jp-nagar,50
CupCake Noggins,snacks,200,jp-nagar,50
CupCake Noggins,bakery,200,jp-nagar,50
CupCake Noggins,beverages,200,jp-nagar,50
CHOLAY,north indian,200,koramangala,500
CHOLAY,indian,200,koramangala,500
CHOLAY,snacks,200,koramangala,500
CHOLAY,combo,200,koramangala,500
Rolls N Snacks,street food,200,vijay-nagar,100
SLN TIFFIN ROOM,biryani,100,vijayanagar,10
Biryani Blues,biryani,400,ashok-nagar,500
Biryani Blues,kebabs,400,ashok-nagar,500
Biryani Blues,lucknowi,400,ashok-nagar,500
Biryani Blues,hyderabadi,400,ashok-nagar,500
154 Breakfast Club,american,1000,koramangala,500
154 Breakfast Club,continental,1000,koramangala,500
Cakes & Pastries,bakery,500,rajajinagar,100
HRX by EatFit,healthy food,450,cunningham-road,50
HRX by EatFit,salads,450,cunningham-road,50
HRX by EatFit,keto,450,cunningham-road,50
Hotel Rajadhani Hot Dum Biryani,kebabs,250,bel-road,10
Hotel Rajadhani Hot Dum Biryani,indian,250,bel-road,10
Shree Mahalakshmi Sweets,sweets,200,basavanagudi,500
Shree Mahalakshmi Sweets,snacks,200,basavanagudi,500
Jai Mataji Farsan and Sweets,sweets,200,yeshwantpur,500
Jai Mataji Farsan and Sweets,snacks,200,yeshwantpur,500
Home Plate by EatFit,north indian,200,cunningham-road,100
Home Plate by EatFit,home food,200,cunningham-road,100
Home Plate by EatFit,healthy food,200,cunningham-road,100
Home Plate by EatFit,indian,200,cunningham-road,100
Home Plate by EatFit,punjabi,200,cunningham-road,100
Home Plate by EatFit,south indian,200,cunningham-road,100
Home Plate by EatFit,rajasthani...,200,cunningham-road,100
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",beverages,250,ashok-nagar,1000
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",desserts,250,ashok-nagar,1000
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",ice cream,250,ashok-nagar,1000
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",waffle,250,ashok-nagar,1000
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",bakery,250,ashok-nagar,1000
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",healthy food,250,ashok-nagar,1000
The SnackStop(Eswaris Homemade snacks),snacks,150,indiranagar,1000
The SnackStop(Eswaris Homemade snacks),indian,150,indiranagar,1000
The SnackStop(Eswaris Homemade snacks),sweets,150,indiranagar,1000
The SnackStop(Eswaris Homemade snacks),bakery,150,indiranagar,1000
The SnackStop(Eswaris Homemade snacks),north indian,150,indiranagar,1000
The SnackStop(Eswaris Homemade snacks),south indian,150,indiranagar,1000
The SnackStop(Eswaris Homemade snacks),home food,150,indiranagar,1000
Eat & Repeat,south indian,200,basavanagudi,1000
Punjabi Paratha,north indian,300,indiranagar,50
Trupthi Ahaar,south indian,200,basavanagudi,100
Kavali Hotel,south indian,250,banashankari,1000
Cafe Pascucci,italian,600,jp-nagar,1000
Cafe Pascucci,desserts,600,jp-nagar,1000
Cafe Pascucci,pizzas,600,jp-nagar,1000
SLAY Coffee Bar,beverages,200,st-marks-road,100
SLAY Coffee Bar,desserts,200,st-marks-road,100
Milano Ice Cream,ice cream,200,indiranagar,5000
Milano Ice Cream,desserts,200,indiranagar,5000
Breakfast Wala,north indian,150,indiranagar,500
Protein Chef,healthy food,300,indiranagar,100
Protein Chef,indian,300,indiranagar,100
Protein Chef,snacks,300,indiranagar,100
Protein Chef,fast food,300,indiranagar,100
Burger It Up,burgers,150,vasanth-nagar,100
Burger It Up,beverages,150,vasanth-nagar,100
Burger It Up,desserts,150,vasanth-nagar,100
Burger It Up,american,150,vasanth-nagar,100
Burger It Up,cafe,150,vasanth-nagar,100
Magnolia Bakery,bakery,500,indiranagar,5000
Magnolia Bakery,desserts,500,indiranagar,5000
Magnolia Bakery,ice cream,500,indiranagar,5000
Amma's Andra stlye Homely Food,biryani,500,basaveshwaranagar,100
Amma's Andra stlye Homely Food,north indian,500,basaveshwaranagar,100
"Panditji - ras bana rahe( Pooris, Samosas, Kachori",snacks,200,indiranagar,1000
"Panditji - ras bana rahe( Pooris, Samosas, Kachori",chaat,200,indiranagar,1000
"Panditji - ras bana rahe( Pooris, Samosas, Kachori",sweets,200,indiranagar,1000
Wood Fire Pizza,italian,400,kammanahalli,1000
Wood Fire Pizza,pizzas,400,kammanahalli,1000
Wood Fire Pizza,pastas,400,kammanahalli,1000
Wood Fire Pizza,beverages,400,kammanahalli,1000
Wood Fire Pizza,american,400,kammanahalli,1000
Wood Fire Pizza,desserts,400,kammanahalli,1000
Wood Fire Pizza,snacks,400,kammanahalli,1000
What s On The Menu,south indian,249,stage-btm,0
What s On The Menu,beverages,249,stage-btm,0
Gabagab Ice Creams,ice cream,200,jayanagar,20
Gabagab Ice Creams,desserts,200,jayanagar,20
Bombay Vadapav Corner,north indian,100,malleshwaram,1000
SWAAD KUTIRRA,south indian,500,basavanagudi,20
Hive Honey Cake,bakery,200,shivaji-nagar,100
Hive Honey Cake,desserts,200,shivaji-nagar,100
Hive Honey Cake,cafe,200,shivaji-nagar,100
Paratha Pradise,north indian,119,kalyan-nagar,0
Sri Udupi Vaibhava,south indian,200,jayanagar,0
Sri Udupi Vaibhava,chinese,200,jayanagar,0
Dhanraj ji Chole Bhature,fast food,150,tavarekere,20
Dhanraj ji Chole Bhature,north indian,150,tavarekere,20
Dhanraj ji Chole Bhature,desserts,150,tavarekere,20
Dhanraj ji Chole Bhature,punjabi,150,tavarekere,20
Dhanraj ji Chole Bhature,street food,150,tavarekere,20
Hot Burger Company,burgers,175,kalyan-nagar,10
Hot Burger Company,desserts,175,kalyan-nagar,10
Waffl'd,beverages,400,jp-nagar,0
Waffl'd,ice cream,400,jp-nagar,0
Big Mishra Pedha,desserts,200,rt-nagar,50
Big Mishra Pedha,snacks,200,rt-nagar,50
Nirula's,pizzas,500,indiranagar,500
Nirula's,burgers,500,indiranagar,500
Nirula's,ice cream,500,indiranagar,500
Nirula's,north indian,500,indiranagar,500
Nirula's,fast food,500,indiranagar,500
Nirula's,pastas,500,indiranagar,500
Nirula's,beverages,500,indiranagar,500
North Indian spice,north indian,200,indiranagar,100
Flavours by ITC Hotels,indian,1000,ashok-nagar,500
Flavours by ITC Hotels,continental,1000,ashok-nagar,500
Flavours by ITC Hotels,north indian,1000,ashok-nagar,500
Flavours by ITC Hotels,biryani,1000,ashok-nagar,500
Flavours by ITC Hotels,desserts,1000,ashok-nagar,500
Taj Hotel,chinese,500,shivajinagar,1000
Taj Hotel,mughlai,500,shivajinagar,1000
Taj Hotel,north indian,500,shivajinagar,1000
Green Leaf cafe,fast food,500,bel-road,10
Green Leaf cafe,pastas,500,bel-road,10
Green Leaf cafe,snacks,500,bel-road,10
Green Leaf cafe,burgers,500,bel-road,10
Savoury Seashell Restaurant - Kerala Style,arabian,600,layout,1000
Savoury Seashell Restaurant - Kerala Style,indian,600,layout,1000
Savoury Seashell Restaurant - Kerala Style,chinese,600,layout,1000
Savoury Seashell Restaurant - Kerala Style,tandoor,600,layout,1000
Savoury Seashell Restaurant - Kerala Style,biryani,600,layout,1000
Savoury Seashell Restaurant - Kerala Style,seafood,600,layout,1000
Savoury Seashell Restaurant - Kerala Style,kerala,600,layout,1000
Samipa Iyengar Bakery,bakery,150,banashankari,1000
South Ruchi,chinese,150,chikpete,1000
South Ruchi,north indian,150,chikpete,1000
South Ruchi,south indian,150,chikpete,1000
Cheesecakes By CakeZone,desserts,200,indiranagar,20
Cheesecakes By CakeZone,bakery,200,indiranagar,20
MARUTHI RESTAURANT,indian,150,rajajinagar,20
All Saints Bakery,bakery,200,ashok-nagar,5000
All Saints Bakery,snacks,200,ashok-nagar,5000
All Saints Bakery,desserts,200,ashok-nagar,5000
The Celebration Cakes And Desserts,bakery,150,kalyan-nagar,100
The Celebration Cakes And Desserts,desserts,150,kalyan-nagar,100
The Celebration Cakes And Desserts,ice cream,150,kalyan-nagar,100
Rajasthani Tadka Wala,thalis,150,layout,100
Rajasthani Tadka Wala,north indian,150,layout,100
Rajasthani Tadka Wala,snacks,150,layout,100
GHAR WALA KHANA,indian,150,layout,100
South Thindis,south indian,200,basavanagudi,10
South Thindis,sweets,200,basavanagudi,10
South Thindis,snacks,200,basavanagudi,10
DYU ART CAFE,italian,400,koramangala,1000
DYU ART CAFE,continental,400,koramangala,1000
DYU ART CAFE,beverages,400,koramangala,1000
DYU ART CAFE,desserts,400,koramangala,1000
Pizza Theatre,italian,400,kammanahalli,100
Pizza Theatre,american,400,kammanahalli,100
Pizza Theatre,desserts,400,kammanahalli,100
Pizza Theatre,beverages,400,kammanahalli,100
Pizza Theatre,pastas,400,kammanahalli,100
Pizza Theatre,continental,400,kammanahalli,100
Thoda Aur,north indian,300,koramangala,100
Thoda Aur,bihari,300,koramangala,100
Thoda Aur,maharashtrian,300,koramangala,100
Pizza Kingdom,pizzas,300,indiranagar,50
Pizza Kingdom,burgers,300,indiranagar,50
Pizza Kingdom,beverages,300,indiranagar,50
SHREE SAGAR VEG FAST FOOD,south indian,250,majestic,10
SHREE SAGAR VEG FAST FOOD,beverages,250,majestic,10
jai bhavani dhaba,indian,250,indiranagar,500
Social,north indian,500,mg-road,5000
Social,chinese,500,mg-road,5000
Social,fast food,500,mg-road,5000
Social,biryani,500,mg-road,5000
Social,pizzas,500,mg-road,5000
Social,salads,500,mg-road,5000
Social,kebabs,500,mg-road,5000
Social,juices,500,mg-road,5000
Social,desse...,500,mg-road,5000
SLV Delite,chinese,350,majestic,500
SLV Delite,north indian,350,majestic,500
SLV Delite,south indian,350,majestic,500
The Khichadi Factory,north indian,300,indiranagar,1000
MVM MULBAGAL DOSA CORNER,south indian,150,banaswadi,50
Main Lassi Shop,beverages,250,central,1000
Main Lassi Shop,juices,250,central,1000
Main Lassi Shop,ice cream,250,central,1000
Main Lassi Shop,pizzas,250,central,1000
Main Lassi Shop,desserts,250,central,1000
The Brooklyn Creamery - Healthy Ice Cream,desserts,200,seshadripuram,100
The Brooklyn Creamery - Healthy Ice Cream,ice cream,200,seshadripuram,100
The Brooklyn Creamery - Healthy Ice Cream,healthy food,200,seshadripuram,100
Davanagere Benne Dose Mane,south indian,200,jp-nagar,20
"One Bite	",snacks,150,koramangala,10
"One Bite	",bakery,150,koramangala,10
"One Bite	",beverages,150,koramangala,10
"One Bite	",desserts,150,koramangala,10
"Just Bake - Bakery, Desserts, Cakes & Confectioners",desserts,400,banashankari,1000
SATKRITI SAATVIK,south indian,120,jayanagar,100
Poha point,maharashtrian,120,koramangala,500
Poha point,snacks,120,koramangala,500
Poha point,beverages,120,koramangala,500
Barista Coffee,beverages,350,sadashiv-nagar,20
Barista Coffee,snacks,350,sadashiv-nagar,20
Barista Coffee,desserts,350,sadashiv-nagar,20
Sweet Bake - Cake & Desserts,bakery,400,kammanahalli,100
Sweet Bake - Cake & Desserts,desserts,400,kammanahalli,100
Sweet Bake - Cake & Desserts,ice cream,400,kammanahalli,100
Royal Biryani Kitchen,biryani,250,layout,100
Royal Biryani Kitchen,chinese,250,layout,100
Royal Biryani Kitchen,tandoor,250,layout,100
Royal Biryani Kitchen,snacks,250,layout,100
Royal Biryani Kitchen,mughlai,250,layout,100
The Baker's Dozen,bakery,300,vasanth-nagar,100
The Baker's Dozen,desserts,300,vasanth-nagar,100
The Baker's Dozen,juices,300,vasanth-nagar,100
The Baker's Dozen,beverages,300,vasanth-nagar,100
The Baker's Dozen,snacks,300,vasanth-nagar,100
Vp Biryani House,biryani,400,jp-nagar,10
Vp Biryani House,kebabs,400,jp-nagar,10
Vp Biryani House,fast food,400,jp-nagar,10
Ipsha's Kitchen,snacks,300,rajajinagar,20
Ipsha's Kitchen,pizzas,300,rajajinagar,20
Ipsha's Kitchen,continental,300,rajajinagar,20
Ipsha's Kitchen,indian,300,rajajinagar,20
Kedia's Funfood,street food,200,jayanagar,100
Let's Celebrate,bakery,1500,layout,20
TENDER COCONUT,juices,200,layout,100
FreshMenu,chinese,250,richmond-road,10000
FreshMenu,continental,250,richmond-road,10000
FreshMenu,italian,250,richmond-road,10000
FreshMenu,mediterranean,250,richmond-road,10000
FreshMenu,thai,250,richmond-road,10000
FreshMenu,lebanese,250,richmond-road,10000
FreshMenu,american,250,richmond-road,10000
FreshMenu,asian,250,richmond-road,10000
FreshMenu,b...,250,richmond-road,10000
Sri Venkateshwara Sweets and Chats,sweets,150,yeshwantpur,50
Sri Venkateshwara Sweets and Chats,chaat,150,yeshwantpur,50
Udupi Kai Ruchi,south indian,100,jp-nagar,100
Udupi Kai Ruchi,indian,100,jp-nagar,100
Mama Mangaalore,mangalorean,250,koramangala,20
Mama Mangaalore,south indian,250,koramangala,20
Mama Mangaalore,biryani,250,koramangala,20
Mama Mangaalore,keto,250,koramangala,20
Mama Mangaalore,sweets,250,koramangala,20
Mama Mangaalore,desserts,250,koramangala,20
Mama Mangaalore,beverages,250,koramangala,20
Kerala Pavilion,kerala,300,indiranagar,10000
Kerala Pavilion,seafood,300,indiranagar,10000
Sandoitchi Kojo Authentic Japanese Sandwiches,juices,300,layout,100
Sandoitchi Kojo Authentic Japanese Sandwiches,japanese,300,layout,100
Sandoitchi Kojo Authentic Japanese Sandwiches,salads,300,layout,100
Sandoitchi Kojo Authentic Japanese Sandwiches,healthy food,300,layout,100
Breakfast Junction,punjabi,200,jayanagar,20
Breakfast Junction,north indian,200,jayanagar,20
QMIN - Snacks & Chai,beverages,200,vasanth-nagar,1000
QMIN - Snacks & Chai,bakery,200,vasanth-nagar,1000
QMIN - Snacks & Chai,chaat,200,vasanth-nagar,1000
QMIN - Snacks & Chai,desserts,200,vasanth-nagar,1000
QMIN - Snacks & Chai,home food,200,vasanth-nagar,1000
QMIN - Snacks & Chai,maharashtrian,200,vasanth-nagar,1000
QMIN - Snacks & Chai,snacks,200,vasanth-nagar,1000
QMIN - Snacks & Chai,street foo...,200,vasanth-nagar,1000
Thin-di-Oo-ta,south indian,200,malleshwaram,20
Thin-di-Oo-ta,north indian,200,malleshwaram,20
Thin-di-Oo-ta,continental,200,malleshwaram,20
Thin-di-Oo-ta,snacks,200,malleshwaram,20
Kooreys,juices,89,kammanahalli,20
Kooreys,beverages,89,kammanahalli,20
Olio - The Wood Fired Pizzeria,pizzas,300,koramangala,100
Olio - The Wood Fired Pizzeria,italian,300,koramangala,100
Peppa Zzing,burgers,500,town,5000
Peppa Zzing,continental,500,town,5000
Peppa Zzing,street food,500,town,5000
Peppa Zzing,british,500,town,5000
Lot Like Crepes Indiranagar,french,500,indiranagar,1000
Lot Like Crepes Indiranagar,american,500,indiranagar,1000
Lot Like Crepes Indiranagar,italian,500,indiranagar,1000
Lot Like Crepes Indiranagar,desserts,500,indiranagar,1000
Chole Bhature Street,indian,300,indiranagar,100
Chole Bhature Street,beverages,300,indiranagar,100
FB Cafe By Frozen Bottle,desserts,500,brigade-road,50
FB Cafe By Frozen Bottle,pizzas,500,brigade-road,50
FB Cafe By Frozen Bottle,bakery,500,brigade-road,50
Shree Veerabhadreshwara Rotti Holige Mane,south indian,200,basaveshwara-nagar,1000
Aramane Donne Biriyani,biryani,250,banashankari,100
Aramane Donne Biriyani,south indian,250,banashankari,100
Mallu family Restaurant,indian,200,layout,500
Mallu family Restaurant,chinese,200,layout,500
Mallu family Restaurant,arabian,200,layout,500
Deshi Fusion Pizza,italian,500,indiranagar,1000
Deshi Fusion Pizza,pizzas,500,indiranagar,1000
Nature fresh ice & spice,ice cream,100,layout,500
Nature fresh ice & spice,indian,100,layout,500
Nature fresh ice & spice,chinese,100,layout,500
Nature fresh ice & spice,tandoor,100,layout,500
Nature fresh ice & spice,biryani,100,layout,500
Rohan's Kitchen,american,180,indiranagar,50
Rohan's Kitchen,italian-american,180,indiranagar,50
Rohan's Kitchen,salads,180,indiranagar,50
Rohan's Kitchen,italian,180,indiranagar,50
FB Cakes,desserts,1500,indiranagar,0
HOTEL VIRAT SIRI DARSHINI,south indian,180,rajajinagar,10
HOTEL VIRAT SIRI DARSHINI,chinese,180,rajajinagar,10
HOTEL VIRAT SIRI DARSHINI,north indian,180,rajajinagar,10
THE BANGALORE TIFFANYS,south indian,200,vijay-nagar,20
Savi Sagar,south indian,150,rajajinagar,1000
Savi Sagar,north indian,150,rajajinagar,1000
Savi Sagar,chinese,150,rajajinagar,1000
Savi Sagar,beverages,150,rajajinagar,1000
Sweet Chariot,desserts,50,malleshwaram,1000
SOUTH HOLIGE MANE,south indian,200,vijayanagar,50
SOUTH HOLIGE MANE,snacks,200,vijayanagar,50
SOUTH HOLIGE MANE,sweets,200,vijayanagar,50
The Home Bakery,bakery,200,town,10
The Home Bakery,desserts,200,town,10
Navya Samrat,north indian,500,ashok-nagar,50
Navya Samrat,south indian,500,ashok-nagar,50
Navya Samrat,chinese,500,ashok-nagar,50
Navya Samrat,tandoor,500,ashok-nagar,50
Navya Samrat,beverages,500,ashok-nagar,50
ARAKU Coffee,bakery,500,indiranagar,100
ARAKU Coffee,beverages,500,indiranagar,100
ARAKU Coffee,continental,500,indiranagar,100
ARAKU Coffee,desserts,500,indiranagar,100
ARAKU Coffee,healthy food,500,indiranagar,100
ARAKU Coffee,european,500,indiranagar,100
Pradhan's kitchen,continental,220,indiranagar,100
Pradhan's kitchen,salads,220,indiranagar,100
Pradhan's kitchen,snacks,220,indiranagar,100
Pradhan's kitchen,beverages,220,indiranagar,100
Ghar Ki Rasoi,chinese,300,indiranagar,1000
Ghar Ki Rasoi,italian,300,indiranagar,1000
Ghar Ki Rasoi,north indian,300,indiranagar,1000
Chai Sutta Cafe,beverages,300,kalyan-nagar,100
Chai Sutta Cafe,juices,300,kalyan-nagar,100
DYCE,continental,500,jayanagar,10
DYCE,italian,500,jayanagar,10
DYCE,thai,500,jayanagar,10
DYCE,snacks,500,jayanagar,10
M/s. SUKHSAGAR HOTEL GANDHINAGAR,north indian,200,majestic,500
Uday Sweets,rajasthani,100,koramangala,5000
New Chawla Chicken,chinese,400,layout,100
New Chawla Chicken,indian,400,layout,100
New Chawla Chicken,juices,400,layout,100
New Chawla Chicken,pizzas,400,layout,100
New Chawla Chicken,snacks,400,layout,100
New Chawla Chicken,tandoor,400,layout,100
McDonald's Gourmet Burger Collection,burgers,600,koramangala,50
McDonald's Gourmet Burger Collection,beverages,600,koramangala,50
McDonald's Gourmet Burger Collection,cafe,600,koramangala,50
McDonald's Gourmet Burger Collection,desserts,600,koramangala,50
V Cafe - Meals By PVR,pizzas,400,adugodi,50
V Cafe - Meals By PVR,snacks,400,adugodi,50
V Cafe - Meals By PVR,american,400,adugodi,50
Boba Man- Bubble Tea & Waffle Co.,beverages,750,jp-nagar,100
