Restaurant_Name,Cuisine,Price_for_1,Location,Rating
Boba Man- Bubble Tea & Waffle Co.,waffle,750,jp-nagar,100
SANIDHYA VEG,south indian,1000,shanti-nagar,100
SANIDHYA VEG,chinese,1000,shanti-nagar,100
SANIDHYA VEG,chaat,1000,shanti-nagar,100
crunch pizza express delivery,italian,300,indiranagar,100
crunch pizza express delivery,pizzas,300,indiranagar,100
Louis Burger,burgers,600,indiranagar,1000
Louis Burger,fast food,600,indiranagar,1000
Louis Burger,beverages,600,indiranagar,1000
Kasthuri Bhavan Home Made Foods,south indian,100,indiranagar,20
Udupi Athithya,south indian,130,layout,500
Udupi Athithya,north indian,130,layout,500
Udupi Athithya,chinese,130,layout,500
Udupi Athithya,snacks,130,layout,500
Udupi Athithya,beverages,130,layout,500
Udupi Athithya,chaat,130,layout,500
Sri Krishna bhavana,south indian,300,banashankari,10
Sri Krishna bhavana,north indian,300,banashankari,10
Sri Krishna bhavana,chinese,300,banashankari,10
Sri Krishna bhavana,tandoor,300,banashankari,10
Sri Krishna bhavana,beverages,300,banashankari,10
Sri Krishna bhavana,juices,300,banashankari,10
Chole Bhature Wale @ The Halwais,north indian,200,koramangala,20
Chole Bhature Wale @ The Halwais,fast food,200,koramangala,20
Chole Bhature Wale @ The Halwais,snacks,200,koramangala,20
Sri Ramji sweets,sweets,75,rt-nagar,20
Kachori Chowk,rajasthani,400,basaveshwara-nagar,10
Kachori Chowk,north indian,400,basaveshwara-nagar,10
Kachori Chowk,chaat,400,basaveshwara-nagar,10
ANNAPURNA NORTH INDIAN & CHINESE RESTAURANT,indian,200,yeshwantpur,50
ANNAPURNA NORTH INDIAN & CHINESE RESTAURANT,chinese,200,yeshwantpur,50
GOWHEY- HEALTHY DESSERT COMPANY,desserts,200,layout,20
GOWHEY- HEALTHY DESSERT COMPANY,ice cream,200,layout,20
GOWHEY- HEALTHY DESSERT COMPANY,healthy food,200,layout,20
Chai Corner,north indian,200,indiranagar,100
Chai Corner,snacks,200,indiranagar,100
Chai Corner,pastas,200,indiranagar,100
Chai Corner,beverages,200,indiranagar,100
Winni Cakes & More,bakery,200,jp-nagar,50
Winni Cakes & More,desserts,200,jp-nagar,50
Om meals and paratha junction,north indian,5,domlur,100
Om meals and paratha junction,thalis,5,domlur,100
Om meals and paratha junction,chinese,5,domlur,100
Om meals and paratha junction,south indian,5,domlur,100
Om meals and paratha junction,beverages,5,domlur,100
Om meals and paratha junction,snacks,5,domlur,100
Om meals and paratha junction,biryani,5,domlur,100
Om meals and paratha junction,kerala,5,domlur,100
Om meals and paratha junction,...,5,domlur,100
Indian Bowls by Living Food,north indian,300,koramangala,10
Indian Bowls by Living Food,south indian,300,koramangala,10
Indian Bowls by Living Food,healthy food,300,koramangala,10
Indian Bowls by Living Food,keto,300,koramangala,10
Indian Bowls by Living Food,beverages,300,koramangala,10
Indian Bowls by Living Food,desserts,300,koramangala,10
Indian Bowls by Living Food,snacks,300,koramangala,10
Indian Bowls by Living Food,swe...,300,koramangala,10
New Samrat Restaurant,south indian,150,seshadripuram,100
New Samrat Restaurant,north indian,150,seshadripuram,100
New Samrat Restaurant,snacks,150,seshadripuram,100
New Samrat Restaurant,sweets,150,seshadripuram,100
Southly Healthy By Adiga's,south indian,200,majestic,20
Southly Healthy By Adiga's,healthy food,200,majestic,20
Chaat Street Express,snacks,150,koramangala,5000
Chaat Street Express,chaat,150,koramangala,5000
Chaat Street Express,street food,150,koramangala,5000
Chaat Street Express,beverages,150,koramangala,5000
Chaat Street Express,north indian,150,koramangala,5000
Chaat Street Express,indian,150,koramangala,5000
Chaat Street Express,maharashtrian,150,koramangala,5000
Chaat Street Express,raja...,150,koramangala,5000
JUICE AND CHATS,beverages,200,vijayanagar,10
Sagar Restaurant,north indian,399,seshadripuram,5000
Sagar Restaurant,chinese,399,seshadripuram,5000
Sagar Restaurant,chaat,399,seshadripuram,5000
Sagar Restaurant,tandoor,399,seshadripuram,5000
Sagar Restaurant,jain,399,seshadripuram,5000
"Sri Udupi Utsav	",south indian,299,koramangala,10
"Sri Udupi Utsav	",indian,299,koramangala,10
"Sri Udupi Utsav	",tandoor,299,koramangala,10
"Sri Udupi Utsav	",north indian,299,koramangala,10
"Sri Udupi Utsav	",chinese,299,koramangala,10
"Sri Udupi Utsav	",sweets,299,koramangala,10
"Sri Udupi Utsav	",juices,299,koramangala,10
Chai Nagri,beverages,300,sanjay-nagar,20
Chai Nagri,fast food,300,sanjay-nagar,20
Chai Nagri,snacks,300,sanjay-nagar,20
The Punjabi kitchen,north indian,5,indiranagar,50
The Punjabi kitchen,bengali,5,indiranagar,50
The Punjabi kitchen,south indian,5,indiranagar,50
The Punjabi kitchen,fast food,5,indiranagar,50
The Punjabi kitchen,chinese,5,indiranagar,50
The Punjabi kitchen,biryani,5,indiranagar,50
The Punjabi kitchen,desserts,5,indiranagar,50
The Punjabi kitchen,kera...,5,indiranagar,50
New Bhimas Garden Veg,chinese,200,seshadripuram,100
New Bhimas Garden Veg,chaat,200,seshadripuram,100
New Bhimas Garden Veg,juices,200,seshadripuram,100
New Bhimas Garden Veg,north indian,200,seshadripuram,100
New Bhimas Garden Veg,south indian,200,seshadripuram,100
Toit,american,1000,indiranagar,1000
Toit,italian,1000,indiranagar,1000
Toit,pastas,1000,indiranagar,1000
Toit,pizzas,1000,indiranagar,1000
Jmv Condiments,snacks,200,audgodi,50
Purple Hippie,healthy food,250,jp-nagar,20
Smoky and Snacky,chinese,180,basavangudi,20
Smoky and Snacky,fast food,180,basavangudi,20
Smoky and Snacky,indian,180,basavangudi,20
KOLKOTA CHAT CENTRE,beverages,300,indiranagar,100
KOLKOTA CHAT CENTRE,fast food,300,indiranagar,100
KOLKOTA CHAT CENTRE,indian,300,indiranagar,100
The Food Club,indian,10,indiranagar,10
The Food Club,thalis,10,indiranagar,10
EatFit Pizzeria,healthy food,270,indiranagar,20
EatFit Pizzeria,pizzas,270,indiranagar,20
EatFit Pizzeria,north indian,270,indiranagar,20
EatFit Pizzeria,thalis,270,indiranagar,20
EatFit Pizzeria,biryani,270,indiranagar,20
EatFit Pizzeria,chinese,270,indiranagar,20
Bombay Kulfis,desserts,300,indiranagar,100
Bihar Babu,punjabi,200,basavanagudi,10
Bihar Babu,north indian,200,basavanagudi,10
Bihar Babu,thalis,200,basavanagudi,10
Monsoon,andhra,700,mg-road,500
Monsoon,asian,700,mg-road,500
Monsoon,bengali,700,mg-road,500
Monsoon,biryani,700,mg-road,500
Monsoon,chettinad,700,mg-road,500
Monsoon,coastal,700,mg-road,500
Monsoon,continental,700,mg-road,500
Monsoon,desserts,700,mg-road,500
Monsoon,ital...,700,mg-road,500
The Bakers Holt,bakery,500,jp-nagar,100
The Bakers Holt,pizzas,500,jp-nagar,100
The Bakers Holt,desserts,500,jp-nagar,100
Iyengars bakery and sweets,indian,100,layout,20
Iyengars bakery and sweets,bakery,100,layout,20
Iyengars bakery and sweets,snacks,100,layout,20
Nashta House,south indian,250,central,10
Nashta House,chinese,250,central,10
Dezire SugarFree Sweets & Bakes,sweets,400,basavanagudi,100
Dezire SugarFree Sweets & Bakes,bakery,400,basavanagudi,100
Dezire SugarFree Sweets & Bakes,beverages,400,basavanagudi,100
"Davanagere Benne Dosa Manne	",south indian,200,basavanagudi,10
Lavender Bakery by Fresh Pressery,continental,250,koramangala,1000
Lavender Bakery by Fresh Pressery,italian,250,koramangala,1000
Lavender Bakery by Fresh Pressery,beverages,250,koramangala,1000
Lavender Bakery by Fresh Pressery,pastas,250,koramangala,1000
Lavender Bakery by Fresh Pressery,desserts,250,koramangala,1000
Lavender Bakery by Fresh Pressery,pizzas,250,koramangala,1000
Lavender Bakery by Fresh Pressery,salads,250,koramangala,1000
Lavender Bakery by Fresh Pressery,snacks,250,koramangala,1000
Lavender Bakery by Fresh Pressery,baker...,250,koramangala,1000
Cafe Mor'ish,continental,500,richmond-road,500
Cafe Mor'ish,american,500,richmond-road,500
Cafe Mor'ish,burgers,500,richmond-road,500
Cafe Mor'ish,pastas,500,richmond-road,500
Cafe Mor'ish,italian,500,richmond-road,500
PORKY'S,snacks,400,layout,10
PORKY'S,chinese,400,layout,10
BRAHMINS VEG CORNER/SRI GURU RAGHAVENDRA ENTERPRIS,south indian,130,banashankari,50
BRAHMINS VEG CORNER/SRI GURU RAGHAVENDRA ENTERPRIS,beverages,130,banashankari,50
FACE CAKE (THE PASTRY HUB),bakery,900,rt-nagar,10
BDBD Banashri Davanagere Benne Dose Hotel,south indian,150,vijayanagar,1000
IYENGAR BAKERY AND SWEETS,bakery,250,basavanagudi,20
IYENGAR BAKERY AND SWEETS,snacks,250,basavanagudi,20
IYENGAR BAKERY AND SWEETS,desserts,250,basavanagudi,20
Fresh crunch pizza,pizzas,400,indiranagar,20
Fresh crunch pizza,burgers,400,indiranagar,20
The Handi Crust,indian,350,halasuru,500
The Handi Crust,chaat,350,halasuru,500
Bite Me Cupcakes,desserts,200,jp-nagar,0
Bite Me Cupcakes,beverages,200,jp-nagar,0
Bite Me Cupcakes,ice cream,200,jp-nagar,0
Baker's pride,bakery,150,vijayanagar,100
Baker's pride,chaat,150,vijayanagar,100
Baker's pride,sweets,150,vijayanagar,100
The Srirangam Cafe,south indian,300,indiranagar,0
Brik Oven,italian,1000,course-road,100
Brik Oven,pizzas,1000,course-road,100
Brik Oven,desserts,1000,course-road,100
Brik Oven,beverages,1000,course-road,100
Kamat Aahaar- Malleshwaram,south indian,350,malleshwaram,100
Kamat Aahaar- Malleshwaram,snacks,350,malleshwaram,100
Kamat Aahaar- Malleshwaram,beverages,350,malleshwaram,100
Sayaam Kitchen,north indian,250,indiranagar,50
Sayaam Kitchen,chinese,250,indiranagar,50
Vinay Upahar,south indian,200,mg-road,100
Vinay Upahar,snacks,200,mg-road,100
Vinay Upahar,beverages,200,mg-road,100
Ghee Tadka Khichdi,indian,300,town,20
Ghee Tadka Khichdi,home food,300,town,20
Maach Misti And More,afghani,500,layout,500
Maach Misti And More,bengali,500,layout,500
Maach Misti And More,tandoor,500,layout,500
Just Burger Off,american,250,indiranagar,100
Spicy Corner,south indian,150,halasuru,100
Spicy Corner,chinese,150,halasuru,100
Spicy Corner,north indian,150,halasuru,100
The Paratha Factory,chinese,300,indiranagar,100
The Paratha Factory,north indian,300,indiranagar,100
REEZ RESTAURANT,chinese,300,central,20
REEZ RESTAURANT,biryani,300,central,20
REEZ RESTAURANT,indian,300,central,20
REEZ RESTAURANT,north indian,300,central,20
DILWALE RESTAURANT,juices,300,central,50
DILWALE RESTAURANT,beverages,300,central,50
DILWALE RESTAURANT,ice cream,300,central,50
DILWALE RESTAURANT,indian,300,central,50
DILWALE RESTAURANT,burgers,300,central,50
DILWALE RESTAURANT,sweets,300,central,50
Bhikharam Chandmal & Co. Bhujiawala,indian,300,indiranagar,10
Bhikharam Chandmal & Co. Bhujiawala,sweets,300,indiranagar,10
Bhikharam Chandmal & Co. Bhujiawala,chaat,300,indiranagar,10
Bhikharam Chandmal & Co. Bhujiawala,snacks,300,indiranagar,10
FlavorVille,north indian,450,basavanagudi,20
FlavorVille,chinese,450,basavanagudi,20
FlavorVille,fast food,450,basavanagudi,20
FlavorVille,pizzas,450,basavanagudi,20
FlavorVille,pastas,450,basavanagudi,20
Shree Sagar Fast Food,beverages,100,majestic,10
Shree Sagar Fast Food,chinese,100,majestic,10
Shree Sagar Fast Food,desserts,100,majestic,10
Shree Sagar Fast Food,north indian,100,majestic,10
Shree Sagar Fast Food,south indian,100,majestic,10
3 Guys & a Dawg,american,400,ashok-nagar,20
3 Guys & a Dawg,beverages,400,ashok-nagar,20
3 Guys & a Dawg,snacks,400,ashok-nagar,20
3 Guys & a Dawg,fast food,400,ashok-nagar,20
Sri Bharani Mixtures,snacks,200,banaswadi,100
Sri Bharani Mixtures,sweets,200,banaswadi,100
Sri Bharani Mixtures,desserts,200,banaswadi,100
Sri Bharani Mixtures,indian,200,banaswadi,100
P N R REFRESHMENTS,north indian,300,layout,10
P N R REFRESHMENTS,indian,300,layout,10
P N R REFRESHMENTS,chinese,300,layout,10
Mr sweets,sweets,100,rt-nagar,10
Mr sweets,snacks,100,rt-nagar,10
Ameen cafe,indian,180,shivajinagar,10
TEA TIME CAFE,beverages,149,layout,500
TEA TIME CAFE,snacks,149,layout,500
CAFE PETRIQOR,european,500,jp-nagar,50
CAFE PETRIQOR,asian,500,jp-nagar,50
CAFE PETRIQOR,beverages,500,jp-nagar,50
Yadav Cafe,cafe,250,koramangala,10
Yadav Cafe,snacks,250,koramangala,10
Yadav Cafe,north indian,250,koramangala,10
Yadav Cafe,fast food,250,koramangala,10
Dada's Chai,indian,175,indiranagar,10
Dada's Chai,snacks,175,indiranagar,10
Dada's Chai,beverages,175,indiranagar,10
GOWDRU MILTRY HOTEL,south indian,300,jayanagar,0
GOWDRU MILTRY HOTEL,biryani,300,jayanagar,0
GOWDRU MILTRY HOTEL,snacks,300,jayanagar,0
GOWDRU MILTRY HOTEL,kebabs,300,jayanagar,0
Ragigudda Cake World,bakery,200,jp-nagar,10
Ragigudda Cake World,fast food,200,jp-nagar,10
Ragigudda Cake World,burgers,200,jp-nagar,10
Sri Krishna Upahar,south indian,150,koramangala,10
Sri Krishna Upahar,chinese,150,koramangala,10
NEW UDUPI DHARSHINI,south indian,250,layout,20
NEW UDUPI DHARSHINI,indian,250,layout,20
NEW UDUPI DHARSHINI,chinese,250,layout,20
RJ 19 Cafe,north indian,200,jayanagar,20
Dadi Di Rasoi,north indian,200,jayanagar,50
The Cake Touch,bakery,600,kalyan-nagar,10
Meal Town,north indian,300,muneswara-nagar,10
Meal Town,chinese,300,muneswara-nagar,10
Meal Town,snacks,300,muneswara-nagar,10
The Fast Food,south indian,150,malleshwaram,500
The Fast Food,indian,150,malleshwaram,500
Laura Cakes And Desserts,bakery,400,koramangala,10
Laura Cakes And Desserts,desserts,400,koramangala,10
Thali's Station,thalis,250,layout,100
Thali's Station,north indian,250,layout,100
Scooby Cookhouse,continental,300,layout,50
Scooby Cookhouse,italian,300,layout,50
Scooby Cookhouse,fast food,300,layout,50
Scooby Cookhouse,burgers,300,layout,50
Scooby Cookhouse,beverages,300,layout,50
Cafe Muziris,bakery,319,indiranagar,0
Cafe Muziris,pastas,319,indiranagar,0
Maa Kali Ka Dhaba,north indian,200,layout,10
Maa Kali Ka Dhaba,snacks,200,layout,10
Maa Kali Ka Dhaba,biryani,200,layout,10
HOUSE OF BELGIAN,desserts,250,banashankari,10
HOUSE OF BELGIAN,beverages,250,banashankari,10
HOUSE OF BELGIAN,snacks,250,banashankari,10
Cakes Tree,bakery,600,rajajinagar,0
The Sandesh Factory,sweets,150,layout,100
BOSS Burger,burgers,500,lavelle-road,1000
BOSS Burger,american,500,lavelle-road,1000
BOSS Burger,fast food,500,lavelle-road,1000
BOSS Burger,snacks,500,lavelle-road,1000
Dawat Durbar,north indian,200,shivajinagar,10
Dawat Durbar,chinese,200,shivajinagar,10
Dawat Durbar,mughlai,200,shivajinagar,10
Juicy,beverages,250,marathahalli,10
Juicy,juices,250,marathahalli,10
Juicy,fast food,250,marathahalli,10
Freshii al natural,ice cream,150,layout,100
Freshii al natural,juices,150,layout,100
Freshii al natural,snacks,150,layout,100
Freshii al natural,chinese,150,layout,100
Northern Bite,north indian,200,town,20
Rolls & Bowls Company,indian,250,adugodi,100
Rolls & Bowls Company,north indian,250,adugodi,100
Rolls & Bowls Company,chinese,250,adugodi,100
Paratha Depot,north indian,300,layout,10
Cane Fresh,indian,50,town,500
Cane Fresh,beverages,50,town,500
Cane Fresh,desserts,50,town,500
HOTEL AL-NOOR,south indian,200,layout,10
HOTEL AL-NOOR,biryani,200,layout,10
Book My cakes,bakery,400,indiranagar,500
Book My cakes,desserts,400,indiranagar,500
Book My cakes,continental,400,indiranagar,500
TASTE OF BIHAR,indian,300,layout,100
Urban chole bhature,indian,220,indiranagar,10
Dj lassi house,beverages,150,stage-btm,10
Dj lassi house,fast food,150,stage-btm,10
Dj lassi house,burgers,150,stage-btm,10
Nandini Swadista Loka,north indian,250,yeshwanthpur,10
Samosa Platter,snacks,400,indiranagar,10
Samosa Platter,street food,400,indiranagar,10
Samosa Platter,beverages,400,indiranagar,10
CLAY POT TEA,beverages,300,ejipura,100
CLAY POT TEA,fast food,300,ejipura,100
CLAY POT TEA,snacks,300,ejipura,100
Rana vada pav,juices,100,layout,500
TEA LOUNGE CAFE,fast food,300,ashok-nagar,10
The Sourdough Pizza Co.,pizzas,500,jp-nagar,100
DOSE,healthy food,300,stage-btm,0
Rolls Namita Ki,snacks,250,stage-btm,10
Rolls Namita Ki,beverages,250,stage-btm,10
Rolls Namita Ki,desserts,250,stage-btm,10
Paratha Town,indian,200,koramangala,10
SRI UDUPI FRUIT JUICE CENTRE,beverages,150,shanti-nagar,10
SRI UDUPI FRUIT JUICE CENTRE,ice cream,150,shanti-nagar,10
SRI UDUPI FRUIT JUICE CENTRE,juices,150,shanti-nagar,10
IYENGARS AMMA PASTRIES,bakery,200,banashankari,10
IYENGARS AMMA PASTRIES,desserts,200,banashankari,10
Annapurna Fresh Food,indian,150,hennur,10
Annapurna Fresh Food,chinese,150,hennur,10
Annapurna Fresh Food,chaat,150,hennur,10
MITHRA CAFE,south indian,200,jayanagar,20
Cake Party,bakery,300,jayanagar,0
Amrutha Sweet Bazaar,sweets,300,indiranagar,10
Steak Bae,snacks,700,kammanahalli,10
Steak Bae,beverages,700,kammanahalli,10
Steak Bae,fast food,700,kammanahalli,10
Copper + Cloves,continental,800,indiranagar,0
Copper + Cloves,salads,800,indiranagar,0
Copper + Cloves,desserts,800,indiranagar,0
Copper + Cloves,beverages,800,indiranagar,0
Thatha Tea,beverages,300,kalyan-nagar,10
Ukdk Holigemane Kuruk Thindi shop,desserts,200,yeshwantpur,10
Dr. Carrot,juices,400,layout,10
Dr. Carrot,beverages,400,layout,10
Dr. Carrot,desserts,400,layout,10
Smiti snacks,snacks,100,indiranagar,50
OM SRI SAI TIFFEN CENTER,south indian,200,layout,10
Food Xpress,snacks,350,basavanagudi,10
Food Xpress,chinese,350,basavanagudi,10
Food Xpress,indian,350,basavanagudi,10
Food Xpress,chaat,350,basavanagudi,10
Food Xpress,beverages,350,basavanagudi,10
LOHIYA'S KITCHEN,indian,100,basavanagudi,20
LOHIYA'S KITCHEN,thalis,100,basavanagudi,20
LOHIYA'S KITCHEN,snacks,100,basavanagudi,20
Crispy Bites,italian,300,layout,10
Crispy Bites,pizzas,300,layout,10
Flavours Of Punjab,north indian,150,layout,10
Gudbud Sundaes,desserts,400,jayanagar,20
Gudbud Sundaes,ice cream,400,jayanagar,20
Raw food & juice junction,indian,300,layout,50
YUMMY YUMMS,fast food,150,jayanagar,10
YUMMY YUMMS,snacks,150,jayanagar,10
YUMMY YUMMS,pastas,150,jayanagar,10
YUMMY YUMMS,beverages,150,jayanagar,10
SRI BALAJI CAKES,bakery,200,vijayanagar,10
30 Square,chinese,300,koramangala,1000
Midnight Pizza And Food,pizzas,200,indiranagar,100
Midnight Pizza And Food,chinese,200,indiranagar,100
GULSHAN KA DHABA,indian,150,layout,50
ONLY BREADS,bakery,180,vasanth-nagar,10
ONLY BREADS,fast food,180,vasanth-nagar,10
G.F Daily Fresh Juice Land,juices,2,town,10
G.F Daily Fresh Juice Land,beverages,2,town,10
Kadamba Foodline,south indian,400,halasuru,100
Shake Side,beverages,250,koramangala,10
Shake Side,street food,250,koramangala,10
Shake Side,american,250,koramangala,10
Amagat Garden Cafe,beverages,400,indiranagar,10
Amagat Garden Cafe,fast food,400,indiranagar,10
Amagat Garden Cafe,snacks,400,indiranagar,10
Amagat Garden Cafe,salads,400,indiranagar,10
Amagat Garden Cafe,desserts,400,indiranagar,10
Wats in the Wrap,chinese,300,layout,10
Wats in the Wrap,indian,300,layout,10
Burger on Demand,american,300,layout,10
New Donne Biriyani House,biryani,250,kalyan-nagar,10
New Donne Biriyani House,kebabs,250,kalyan-nagar,10
New Donne Biriyani House,snacks,250,kalyan-nagar,10
Big Cup Cafe,beverages,500,bel-road,10
Big Cup Cafe,fast food,500,bel-road,10
Big Cup Cafe,italian,500,bel-road,10
Big Cup Cafe,ice cream,500,bel-road,10
Happy Eats,north indian,300,jp-nagar,50
Happy Eats,chinese,300,jp-nagar,50
Happy Eats,home food,300,jp-nagar,50
Happy Eats,rajasthani,300,jp-nagar,50
HumbleBean Coffee,beverages,400,indiranagar,20
HumbleBean Coffee,desserts,400,indiranagar,20
Wok & Talk,chinese,300,koramangala,10
The Pastry Cafe,bakery,500,layout,10
The Pastry Cafe,desserts,500,layout,10
M & M'S CAFE,south indian,200,indiranagar,10
M & M'S CAFE,beverages,200,indiranagar,10
M & M'S CAFE,chinese,200,indiranagar,10
SL Vadapav,indian,100,jayanagar,1000
SL Vadapav,beverages,100,jayanagar,1000
ROMEO LASSI SHOP,beverages,250,central,100
ROMEO LASSI SHOP,ice cream,250,central,100
ROMEO LASSI SHOP,snacks,250,central,100
ROMEO LASSI SHOP,desserts,250,central,100
Cothas Coffee Co,snacks,150,malleshwaram,20
Lalbagh Grand - Unit of udupi foods,chinese,250,basavanagudi,1000
Lalbagh Grand - Unit of udupi foods,jain,250,basavanagudi,1000
Lalbagh Grand - Unit of udupi foods,north indian,250,basavanagudi,1000
Lalbagh Grand - Unit of udupi foods,south indian,250,basavanagudi,1000
Megna's Gourmet,burgers,200,basavanagudi,10
Megna's Gourmet,pizzas,200,basavanagudi,10
Megna's Gourmet,italian,200,basavanagudi,10
Aditya Kitchen,north indian,300,jp-nagar,10
Aditya Kitchen,biryani,300,jp-nagar,10
Aditya Kitchen,snacks,300,jp-nagar,10
 La Pasta and More,pastas,100,indiranagar,50
 La Pasta and More,biryani,100,indiranagar,50
 La Pasta and More,pizzas,100,indiranagar,50
 La Pasta and More,desserts,100,indiranagar,50
 La Pasta and More,chinese,100,indiranagar,50
All India Caterers,indian,220,tengumal-nagar,10
All India Caterers,biryani,220,tengumal-nagar,10
All India Caterers,beverages,220,tengumal-nagar,10
Padmanabha Tiffen Centre,south indian,100,kammanahalli,10
Indotalian I I Cafe,italian,300,sadashiv-nagar,10
Indotalian I I Cafe,snacks,300,sadashiv-nagar,10
Indotalian I I Cafe,beverages,300,sadashiv-nagar,10
Indotalian I I Cafe,ice cream,300,sadashiv-nagar,10
Indotalian I I Cafe,desserts,300,sadashiv-nagar,10
Cafe Grey By Dongle & Co,beverages,450,indiranagar,50
Cafe Grey By Dongle & Co,pizzas,450,indiranagar,50
Cafe Grey By Dongle & Co,fast food,450,indiranagar,50
Cafe Grey By Dongle & Co,bakery,450,indiranagar,50
Cafe Grey By Dongle & Co,desserts,450,indiranagar,50
VINAY NDMS,snacks,300,jp-nagar,10
Madras Kulfi,desserts,200,koramangala,10
Eiffel Cafe,snacks,300,indiranagar,10
Eiffel Cafe,fast food,300,indiranagar,10
Eiffel Cafe,beverages,300,indiranagar,10
NEETH MEDAPPA PATISSERIE,desserts,300,ashok-nagar,20
YELNEER SWAADA,fast food,250,vijayanagar,10
YELNEER SWAADA,snacks,250,vijayanagar,10
YELNEER SWAADA,desserts,250,vijayanagar,10
BUNA COFFEE,beverages,300,malleshwaram,0
BUNA COFFEE,snacks,300,malleshwaram,0
MR BUNS AND GRILLS,juices,200,rajajinagar,10
MR BUNS AND GRILLS,fast food,200,rajajinagar,10
JUST BAKE-CHANDRA LAYOUT,bakery,300,vijayanagar,10
JUST BAKE-CHANDRA LAYOUT,snacks,300,vijayanagar,10
Benjamin Bakes and cakes,bakery,249,koramangala,10
Roll-a-Pao,indian,450,ashok-nagar,10
HELLO PARATHA,indian,300,koramangala,10
HELLO PARATHA,beverages,300,koramangala,10
Chai Galli,beverages,250,jp-nagar,20
Chai Galli,snacks,250,jp-nagar,20
Jolly's Kitchen,indian,190,indiranagar,20
Jolly's Kitchen,chinese,190,indiranagar,20
Jolly's Kitchen,beverages,190,indiranagar,20
Hotel Moti Mahal,north indian,300,majestic,10
Hotel Moti Mahal,snacks,300,majestic,10
Hotel Moti Mahal,biryani,300,majestic,10
Smoodies & Juices- Yours Fruitfully,beverages,270,central,20
Smoodies & Juices- Yours Fruitfully,juices,270,central,20
Smoodies & Juices- Yours Fruitfully,healthy food,270,central,20
Smoodies & Juices- Yours Fruitfully,desserts,270,central,20
Olive Cafe,beverages,150,ashok-nagar,10
Olive Cafe,juices,150,ashok-nagar,10
Olive Cafe,snacks,150,ashok-nagar,10
Olive Cafe,fast food,150,ashok-nagar,10
Aligarh House - Biryani & Ramzan Specials,biryani,400,cunningham-road,100
Aligarh House - Biryani & Ramzan Specials,mughlai,400,cunningham-road,100
Aligarh House - Biryani & Ramzan Specials,kebabs,400,cunningham-road,100
Aligarh House - Biryani & Ramzan Specials,north indian,400,cunningham-road,100
Aligarh House - Biryani & Ramzan Specials,lucknowi,400,cunningham-road,100
Aligarh House - Biryani & Ramzan Specials,fast food,400,cunningham-road,100
Aligarh House - Biryani & Ramzan Specials,desserts,400,cunningham-road,100
Aligarh House - Biryani & Ramzan Specials,beverages,400,cunningham-road,100
